Ticker,Buy & Hold (%),Best Biased (%),Walk-Forward (%),ML (Lasso) (%),ML Rank
AAPL,25.09755804030167,27.779854364945187,20.91538795827656,27.286164602121055,1
NVDA,34.930326275015524,27.99667502782985,34.2565813823541,56.423742337133206,1
JPM,10.62648694786092,6.22308723089375,2.66761891744014,11.756993407510596,1
BAC,5.79978145161252,6.04041784019795,2.35151166561988,4.939066168153627,1
PG,6.882792127575139,7.255285925197611,4.6973143097625,12.250086679588401,1
KO,6.46133975348508,2.2128727259095498,0.19781737881037,-3.95087753364729,1
JNJ,8.4080594082009,3.970045421846,1.5843129985472801,4.808038462923014,1
Average,14.029477714864537,11.639748362402841,9.524363515830117,16.21617344625466,1st
