Date,Open,High,Low,Close,Volume,MA_5,MA_10,MA_20,MA_50,MA_100,MA_200
2000-01-03,23.64399642944336,23.80268096923828,23.247285079956058,23.405969619750977,4642400,,,,,,
2000-01-04,23.136224611136043,23.247303878816393,22.53322287229985,22.549091339111328,7822200,,,,,,
2000-01-05,22.549090016187066,23.05688092436299,22.45387922090408,22.78711700439453,8229600,,,,,,
2000-01-06,22.929936768958733,23.850307933387526,22.882331363902072,23.501201629638672,5356400,,,,,,
2000-01-07,23.897902557886948,24.611983311608668,23.770954868336418,24.500904083251953,9863800,23.348856735229493,,,,,
2000-01-10,24.548511638197787,24.61198548858744,23.882036209106445,23.882036209106445,4928600,23.444070053100585,,,,,
2000-01-11,23.612275685695625,24.104198095814283,23.596407220853088,23.961381912231445,6153000,23.72652816772461,,,,,
2000-01-12,23.834436184582227,24.13593704177734,23.659883056732426,23.73922538757324,5163200,23.916949844360353,,,,,
2000-01-13,23.8503071313881,24.37396656940261,23.6281485819274,23.707490921020508,4659200,23.95820770263672,,,,,
2000-01-14,23.850304767081862,23.961384030800808,23.56467237466172,23.78683090209961,5404800,23.81539306640625,23.58212490081787,,,,
2000-01-18,23.358377632908752,23.628141505027944,23.12035068692123,23.18382453918457,4870000,23.675750732421875,23.559910392761232,,,,
2000-01-19,23.104481799865972,23.374245667034735,23.009271023218172,23.263166427612305,5507400,23.53610763549805,23.63131790161133,,,,
2000-01-20,23.4218544561307,23.437722921209375,22.866458178376924,23.342512130737305,4823400,23.45676498413086,23.686857414245605,,,,
2000-01-21,23.29490344879193,23.29490344879193,22.755375712239527,22.818849563598633,8538000,23.279036712646484,23.6186222076416,,,,
2000-01-24,22.88232509906475,22.89819356307243,21.21613637825907,21.247873306274418,11304200,22.771245193481445,23.293319129943846,,,,
2000-01-25,21.29547282188169,22.073027343694065,21.216130523737572,21.64457893371582,12956800,22.463396072387695,23.069573402404785,,,,
2000-01-26,21.89847626372012,22.057160874326787,21.089184749626114,21.20026397705078,9491400,22.05081558227539,22.79346160888672,,,,
2000-01-27,21.2637376192934,21.31134300202316,20.43857765197754,20.43857765197754,12406600,21.470028686523438,22.46339683532715,,,,
2000-01-28,20.533793542512072,21.62871761858111,20.533793542512072,21.454164505004883,12340000,21.19709167480469,22.238064193725585,,,,
2000-01-31,21.628723012942203,22.02543473364914,21.025721197467657,21.85088157653809,9055200,21.317693328857423,22.044469261169432,22.813297080993653,,,
2000-02-01,21.69219103892586,21.708059503475184,21.422427141587352,21.533506393432617,6079200,21.29547882080078,21.87943744659424,22.719673919677735,,,
2000-02-02,21.7080541362176,21.914344124354173,21.565237990584592,21.67631721496582,5791600,21.39068946838379,21.72075252532959,22.67603521347046,,,
2000-02-03,21.581112746448333,21.581112746448333,20.78768948371126,21.152664184570312,10237200,21.533506774902342,21.501767730712892,22.594312572479247,,,
2000-02-04,21.105051592241864,21.23199927099219,20.771813935522257,20.85115623474121,6906000,21.412905120849608,21.30499839782715,22.461810302734374,,,
2000-02-07,20.70834405771696,20.819423297873296,20.565527891801672,20.676607131958008,5822000,21.178050231933593,21.247871780395506,22.270595455169676,,,
2000-02-08,20.93050551432648,21.073321700550085,20.629004676743307,20.835294723510746,6125400,21.03840789794922,21.166943359375,22.11825838088989,,,
