Date,Open,High,Low,Close,Volume,MA_5,MA_10,MA_20,MA_50,MA_100,MA_200,Signal_5_20_short,Signal_10_50_medium,Signal_20_100_long,Signal_50_200_vlong,Combined_Signal,Buy
2000-01-03,12.89121096703314,12.89121096703314,12.313992565524195,12.426229476928713,13705800,,,,,,,,,,,NANANANA,
2000-01-04,12.249852597795233,12.297954113231604,11.528329866249702,11.688668251037598,27293400,,,,,,,,,,,NANANANA,
2000-01-05,11.5603988626757,11.913143349470245,11.416094299896114,11.816940307617188,22855600,,,,,,,,,,,NANANANA,
2000-01-06,12.041405022144318,12.827062606811523,11.993303537368774,12.827062606811523,17307000,,,,,,,,,,,NANANANA,
2000-01-07,12.7308668667912,12.7308668667912,12.313987095334562,12.49035930633545,11632800,12.249851989746094,,,,,,,,,,NANANANA,
2000-01-10,12.55450341422507,12.55450341422507,11.977284866444608,12.057454109191896,11152800,12.17609691619873,,,,,,,,,,NANANANA,
2000-01-11,11.688670246497445,12.041414753250452,11.688670246497445,11.800907135009766,11064400,12.198544692993163,,,,,,,,,,NANANANA,
2000-01-12,11.800904673914756,12.073479917741592,11.800904673914756,11.92917537689209,11067600,12.220991706848144,,,,,,,,,,NANANANA,
2000-01-13,12.05744432807752,12.281918025674708,12.025376656992208,12.201748847961426,12322000,12.095928955078126,,,,,,,,,,NANANANA,
2000-01-14,12.811035851440806,12.9713742225477,12.522426783448395,12.955340385437012,20438600,12.188925170898438,12.219388580322263,,,,,,,,,NANANANA,
2000-01-18,12.827069560686748,12.827069560686748,12.265885267406702,12.313986778259276,17116000,12.240231704711912,12.208164310455322,,,,,,,,,NANANANA,
2000-01-19,12.28191910435756,12.618629680325586,11.97727620229125,12.313986778259276,15468400,12.342847633361815,12.27069616317749,,,,,,,,,NANANANA,
2000-01-20,12.185717309546003,12.31398801806754,11.800905183981392,12.077488899230955,12249000,12.37251033782959,12.296751022338867,,,,,,,,,NANANANA,
2000-01-21,11.929177384696157,11.97727890640864,11.688669776133734,11.72073745727539,12839400,12.276308059692385,12.186118507385254,,,,,,,,,NANANANA,
2000-01-24,11.736768955268165,11.865039654232843,11.416092207856464,11.43212604522705,12614800,11.971665191650391,12.080295181274414,,,,,,,,,NANANANA,
2000-01-25,11.528333558270146,11.720739681634877,11.464198183815236,11.576435089111328,15631000,11.8241548538208,12.032193279266355,,,,,,,,,NANANANA,
2000-01-26,11.73676378973599,12.137609547582166,11.640560807852909,12.089508056640623,15441200,11.77925910949707,12.061053371429445,,,,,,,,,NANANANA,
2000-01-27,12.201754261611343,12.410194216146095,12.073483520359186,12.34605884552002,12769400,11.832973098754882,12.102741718292236,,,,,,,,,NANANANA,
2000-01-28,12.28192616811867,12.28192616811867,11.736775398254396,11.736775398254396,13517000,11.836180686950684,12.056244373321531,,,,,,,,,NANANANA,
2000-01-31,11.929180297851564,12.426229476928713,11.881078764392484,12.426229476928713,16910000,12.035001373291015,12.003333282470702,12.111360931396485,,,,0,,,,0NANANA,
2000-02-01,12.346059935433525,12.570533752441404,12.31399224728954,12.570533752441406,8965200,12.23382110595703,12.028987979888916,12.11857614517212,,,,1,,,,1NANANA,
2000-02-02,12.185718726113205,12.442260172978743,12.153651045255012,12.24985408782959,11717400,12.265890312194824,12.022574710845948,12.14663543701172,,,,1,,,,1NANANA,
2000-02-03,12.233822897016442,12.330025960426791,11.65660451655433,11.913146018981934,22798000,12.179307746887208,12.006140422821044,12.151445722579956,,,,1,,,,1NANANA,
2000-02-04,12.041415145676533,12.089516670892284,11.62453526047335,11.768839836120604,13400000,12.185720634460449,12.010950660705566,12.09853458404541,,,,1,,,,1NANANA,
2000-02-07,11.624534606933594,11.672636129445042,11.512297721073544,11.624534606933594,10364400,12.025381660461424,12.03019151687622,12.055243349075315,,,,0,,,,0NANANA,
2000-02-08,11.752797620049838,12.121575717268318,11.720729959422144,12.089508056640623,10821800,11.929176521301269,12.08149881362915,12.056846046447754,,,,0,,,,0NANANA,
2000-02-09,12.089515592867516,12.1215832734852,11.816940307617186,11.816940307617188,9294200,11.842593765258789,12.054242038726809,12.057647705078123,,,,0,,,,0NANANA,
2000-02-10,11.816943540546555,11.929180453414704,11.464198957246658,11.512300491333008,11579400,11.762424659729003,11.970866203308104,12.036803960800173,,,,0,,,,0NANANA,
2000-02-11,11.54436293479318,11.961242707438489,11.54436293479318,11.592464447021484,13510400,11.72714958190918,11.956435108184817,12.006339740753171,,,,0,,,,0NANANA,
2000-02-14,11.720736580379938,11.784871937864915,11.303856756727576,11.351958274841309,13426800,11.672634315490722,11.849007987976076,11.92617063522339,,,,0,,,,0NANANA,
2000-02-15,11.303854563464858,11.800903487532109,11.303854563464858,11.704700469970703,13834000,11.595672798156738,11.762424659729003,11.89570631980896,,,,0,,,,0NANANA,
2000-02-16,11.865039682981878,11.929175032619618,11.576430609612048,11.592464447021484,11939600,11.550777626037595,11.696685695648194,11.85963020324707,,,,0,,,,0NANANA,
2000-02-17,11.656601033624812,11.881074781177425,11.367991929628602,11.448161125183104,12256800,11.537949752807616,11.65018720626831,11.828163814544675,,,,0,,,,0NANANA,
2000-02-18,11.432129990713936,11.46419767652239,11.12748697553362,11.223690032958984,14998000,11.464194869995117,11.595672225952148,11.803311443328855,,,,0,,,,0NANANA,
2000-02-22,11.079387981798396,11.768843384428395,11.031286442080024,11.480234146118164,13162800,11.489850044250488,11.581242179870603,11.805716848373413,,,,0,,,,0NANANA,
2000-02-23,11.54436924418465,11.961249244669096,11.400064628632345,11.736775398254396,13732000,11.496265029907226,11.545968914031985,11.813733863830567,,,,0,,,,0NANANA,
2000-02-24,11.768837813054168,11.865040846948345,11.255754965618564,11.496262550354004,11467800,11.47702465057373,11.513901138305664,11.784071588516236,,,,0,,,,0NANANA,
2000-02-25,11.480226473497602,11.752801683063886,11.3198881149292,11.3198881149292,10603800,11.45137004852295,11.494659900665283,11.732763051986694,,,,0,,,,0NANANA,
2000-02-28,11.480231891035222,12.041416410848395,11.43213036076552,11.78487491607666,13760000,11.563607025146483,11.5139009475708,11.735168027877808,,,,0,,,,0NANANA,
2000-02-29,11.78487329379372,11.913144023522086,11.560399516769076,11.800907135009766,11792800,11.627741622924804,11.558795833587649,11.70390191078186,,,,0,,,,0NANANA,
2000-03-01,11.930580254281336,11.979210336839548,11.622589731412662,11.817110061645508,9796600,11.643808555603028,11.570036792755127,11.666230726242066,,,,0,,,,0NANANA,
2000-03-02,11.817116393460978,11.817116393460978,11.57396585038565,11.6874361038208,10613000,11.682043266296386,11.57953395843506,11.638109827041626,,,,1,,,,1NANANA,
2000-03-03,11.865746943155925,11.963007164001466,11.573966280619304,11.671226501464844,12825800,11.752310943603517,11.601840496063232,11.626013851165771,,,,1,,,,1NANANA,
2000-03-06,11.67123001612974,11.914380641465778,11.411869349104636,11.541549682617188,9827800,11.70364589691162,11.633626461029053,11.6146493434906,,,,1,,,,1NANANA,
2000-03-07,11.671223857186058,11.719853956591,11.347023194486445,11.411863327026367,8911200,11.625837135314942,11.626789379119874,11.60401577949524,,,,1,,,,1NANANA,
2000-03-08,11.411867857662516,11.57396825336795,11.298397580668713,11.314607620239258,8126400,11.525336647033692,11.58457260131836,11.56527075767517,,,,0,,,,0NANANA,
2000-03-09,11.314603877517412,11.411864082768275,11.103873432807202,11.168713569641112,13093600,11.421592140197754,11.551817703247073,11.532859420776369,,,,0,,,,0NANANA,
2000-03-10,11.1362957537348,11.217345941171006,10.974195378862383,11.12008571624756,12134400,11.311363983154298,11.531837463378906,11.513248682022097,,,,0,,,,0NANANA,
2000-03-13,11.12008639665485,11.428077127757534,11.022826165780318,11.201136589050291,10650800,11.243281364440918,11.47346363067627,11.493682289123536,,,,0,,,,0NANANA,
2000-03-14,11.298394008815464,11.363234146599195,11.022823423234598,11.055243492126465,8233200,11.171957397460938,11.39889726638794,11.478846549987791,11.805884590148926,,,0,0,,,00NANA,
2000-03-15,11.120085804598858,11.94679772301656,11.055245654134726,11.898167610168455,20421800,11.288669395446778,11.407003021240234,11.48851990699768,11.79532335281372,,,0,0,,,00NANA,
2000-03-16,12.189947699532292,12.838349172911668,12.092687478525384,12.77350902557373,27207200,11.6096284866333,11.515610313415529,11.547572135925291,11.817020168304444,,,1,0,,,10NANA,
