Date,Open,High,Low,Close,Volume,MA_5,MA_10,MA_20,MA_50,MA_100,MA_200,Signal_5_20_short,Signal_10_50_medium,Signal_20_100_long,Signal_50_200_vlong,Combined_Signal,Buy
2000-01-03,93.66468494318563,93.66468494318563,90.90055005869029,91.8877410888672,8164300,,,,,,,,,,,NANANANA,
2000-01-04,90.6834063794404,91.01905147163517,88.22529967483767,88.29440307617188,8089800,,,,,,,,,,,NANANANA,
2000-01-05,88.41288965088981,89.41982519626617,86.71491990770612,88.45237731933594,12177900,,,,,,,,,,,NANANANA,
2000-01-06,88.21540642823152,89.40003587892397,87.03077697753906,87.03077697753906,6227200,,,,,,,,,,,NANANANA,
2000-01-07,88.64978667597828,92.08521270751952,88.49183605383845,92.08521270751952,8066500,89.55010223388672,,,,,,,,,,NANANANA,
2000-01-10,92.40111541748048,92.81573580717428,91.6311061223348,92.40111541748048,5741700,89.65277709960938,,,,,,,,,,NANANANA,
2000-01-11,92.12471206295449,92.30240653542911,90.6636686226076,91.29547119140624,7503700,90.25299072265624,,,,,,,,,,NANANANA,
2000-01-12,91.35470046763756,91.35470046763756,90.2687898288392,90.3872528076172,6907700,90.6399658203125,,,,,,,,,,NANANANA,
2000-01-13,91.27572878146994,92.08522583533978,90.52546321934668,91.6113739013672,5158300,91.55608520507812,,,,,,,,,,NANANANA,
2000-01-14,92.57883383288376,93.17114882861556,92.22344483544464,92.8552474975586,7437300,91.71009216308592,90.63009719848633,,,,,,,,,NANANANA,
2000-01-18,91.8285146109086,92.63801129958786,91.72979550253308,92.12467193603516,6488500,91.65480346679688,90.65379028320312,,,,,,,,,NANANANA,
2000-01-19,91.80881028272668,92.8749771118164,91.6113719810434,92.8749771118164,6157900,91.9707046508789,91.11184768676758,,,,,,,,,NANANANA,
2000-01-20,92.85523450683436,92.85523450683436,90.86110763352151,91.45342254638672,5800100,92.1839385986328,91.41195220947266,,,,,,,,,NANANANA,
2000-01-21,91.92729471587144,91.92729471587144,91.01907831618716,91.2560043334961,6244800,92.1128646850586,91.83447494506837,,,,,,,,,NANANANA,
2000-01-24,92.0259835823584,92.14444655199884,88.07721792767664,88.6695327758789,7896900,91.27572174072266,91.4929069519043,,,,,,,,,NANANANA,
2000-01-25,88.77810860436061,89.67645263671875,87.82053309734148,89.67645263671875,9942500,90.78607788085938,91.22044067382812,,,,,,,,,NANANANA,
2000-01-26,89.08413830387609,89.42965524100326,88.5115673794939,88.9656753540039,5158100,90.00421752929688,90.98746109008788,,,,,,,,,NANANANA,
2000-01-27,89.61726422743364,89.8541902399318,87.26774793682675,88.6103286743164,10922700,89.43559875488282,90.8097686767578,,,,,,,,,NANANANA,
2000-01-28,88.09696502474985,88.49184160486975,85.62898639900047,85.8461685180664,11916200,88.35363159179687,90.23324813842774,,,,,,,,,NANANANA,
2000-01-31,85.80665968311136,88.24502196356794,85.29332025564682,88.17591857910156,10768700,88.25490875244141,89.76531524658203,90.19770622253418,,,,0,,,,0NANANA,
2000-02-01,88.29440459190081,89.51852200797815,87.52439524952959,89.04467010498047,8419900,88.12855224609375,89.45731506347656,90.05555267333985,,,,0,,,,0NANANA,
2000-02-02,89.26183348500629,89.87389206453187,88.68926255577267,89.12362670898438,6205900,88.16014251708984,89.08218002319336,90.09701385498047,,,,0,,,,0NANANA,
2000-02-03,89.00520383983864,90.5057352266682,88.45237648679615,90.46624755859376,7997500,88.53132629394533,88.98346252441407,90.19770736694336,,,,0,,,,0NANANA,
