Date,Open,High,Low,Close,Volume,MA_5,MA_10,MA_20,MA_50,MA_100,MA_200,Signal_5_20_short,Signal_10_50_medium,Signal_20_100_long,Signal_50_200_vlong,Combined_Signal,Buy
2000-01-03,23.64401377015195,23.802698426327467,23.24730212971316,23.405986785888672,4642400,,,,,,,,,,,NANANANA,
2000-01-04,23.13622656814822,23.24730584522438,22.533224778306224,22.54909324645996,7822200,,,,,,,,,,,NANANANA,
2000-01-05,22.549091903612144,23.056882854291658,22.453881100359737,22.787118911743164,8229600,,,,,,,,,,,NANANANA,
2000-01-06,22.929931186003753,23.85030212634162,22.882325792538,23.501195907592773,5356400,,,,,,,,,,,NANANANA,
2000-01-07,23.897906278699175,24.611987143600544,23.770958569383374,24.50090789794922,9863800,23.34886054992676,,,,,,,,,,NANANANA,
2000-01-10,24.548517519928687,24.611991385526434,23.882041931152344,23.882041931152344,4928600,23.444071578979493,,,,,,,,,,NANANANA,
2000-01-11,23.612279444814515,24.104201933248152,23.59641097744569,23.96138572692871,6153000,23.72653007507324,,,,,,,,,,NANANANA,
2000-01-12,23.834424694591664,24.135925406440695,23.659871650889595,23.739213943481445,5163200,23.9169490814209,,,,,,,,,,NANANANA,
2000-01-13,23.850301374872046,24.373960686495984,23.62814287903159,23.70748519897461,4659200,23.958206939697263,,,,,,,,,,NANANANA,
2000-01-14,23.850293292452132,23.961372502729684,23.564661037452705,23.786819458007812,5404800,23.815389251708982,23.58212490081787,,,,,,,,,NANANANA,
2000-01-18,23.35837571119952,23.628139561125057,23.120348784794633,23.183822631835938,4870000,23.6757453918457,23.5599084854126,,,,,,,,,NANANANA,
2000-01-19,23.104478011189837,23.374241834122685,23.00926725015471,23.26316261291504,5507400,23.536100769042967,23.631315422058105,,,,,,,,,NANANANA,
2000-01-20,23.42184680080349,23.43771526069563,22.866450704578472,23.342504501342773,4823400,23.456758880615233,23.686853981018068,,,,,,,,,NANANANA,
2000-01-21,23.29490344879193,23.29490344879193,22.755375712239527,22.818849563598633,8538000,23.27903175354004,23.61861934661865,,,,,,,,,NANANANA,
2000-01-24,22.88232920720027,22.89819767405686,21.216140187258503,21.24787712097168,11304200,22.771243286132812,23.293316268920897,,,,,,,,,NANANANA,
2000-01-25,21.295469068711803,22.073023453485927,21.216126784551175,21.644575119018555,12956800,22.463393783569337,23.06956958770752,,,,,,,,,NANANANA,
2000-01-26,21.898482174216632,22.057166827652985,21.089190441691233,21.20026969909668,9491400,22.050815200805665,22.793457984924316,,,,,,,,,NANANANA,
2000-01-27,21.263745556706965,21.311350957207058,20.43858528137207,20.43858528137207,12406600,21.470031356811525,22.46339511871338,,,,,,,,,NANANANA,
2000-01-28,20.533788065938552,21.6287118499801,20.533788065938552,21.454158782958984,12340000,21.197093200683593,22.238062477111814,,,,,,,,,NANANANA,
2000-01-31,21.628709797246263,22.02542127555232,21.025708350221056,21.850868225097656,9055200,21.31769142150879,22.0444673538208,22.813296127319337,,,,0,,,,0NANANA,
2000-02-01,21.692185274713076,21.70805373504571,21.422421449058263,21.53350067138672,6079200,21.295476531982423,21.87943515777588,22.71967182159424,,,,0,,,,0NANANA,
2000-02-02,21.70805986664131,21.914349909233664,21.565243683308147,21.67632293701172,5791600,21.39068717956543,21.720751190185545,22.676033306121827,,,,0,,,,0NANANA,
2000-02-03,21.58110885448413,21.58110885448413,20.78768573483398,21.152660369873047,10237200,21.533502197265623,21.501766777038576,22.59431037902832,,,,0,,,,0NANANA,
2000-02-04,21.1050573839626,21.232005097550346,20.771819635794767,20.85116195678711,6906000,21.41290283203125,21.304998016357423,22.461808681488037,,,,0,,,,0NANANA,
2000-02-07,20.708353609098257,20.819432900488057,20.565537377311372,20.676616668701172,5822000,21.178052520751955,21.247871971130373,22.270594120025635,,,,0,,,,0NANANA,
2000-02-08,20.930492101874137,21.073308196579877,20.62899145749536,20.835281372070312,6125400,21.03840866088867,21.166942596435547,22.118256092071533,,,,0,,,,0NANANA,
2000-02-09,20.83528750985861,20.851155969500542,20.232286043465137,20.311628341674805,12422600,20.76546974182129,21.07807846069336,21.93576822280884,,,,0,,,,0NANANA,
2000-02-10,20.264031891639416,20.40684809134557,19.676898626180797,19.80384635925293,11344800,20.495706939697264,21.014604568481445,21.738999843597412,,,,0,,,,0NANANA,
