Date,Open,High,Low,Close,Volume,MA_5,MA_10,MA_20,MA_50,MA_100,MA_200
2000-01-03,0.0902513259850193,0.0909673731761451,0.0842818160259702,0.0894151702523231,300912000,,,,,,
2000-01-04,0.0878629839374942,0.0881022720384689,0.08261043593193,0.0870277434587478,300480000,,,,,,
2000-01-05,0.0845211563057264,0.0859532514567862,0.082968952548617,0.0841626748442649,188352000,,,,,,
2000-01-06,0.0841626435867673,0.0841626435867673,0.07544812978514,0.0786708071827888,120480000,,,,,,
2000-01-07,0.0783132454597184,0.0808198688531198,0.0771195235425041,0.0799846351146698,71184000,0.08385220617055887,,,,,
2000-01-10,0.0802230279848179,0.0859532457332228,0.0787909329291202,0.0826104655861854,239856000,0.08249126523733133,,,,,
2000-01-11,0.0821327773216225,0.0830881196299223,0.0792676657438278,0.0792676657438278,148128000,0.08093924969434733,,,,,
2000-01-12,0.0792676567124118,0.0793877652669359,0.0761641727079034,0.0772387012839317,123552000,0.07955445498228071,,,,,
2000-01-13,0.0771195262369274,0.0811783530371671,0.0761641838971265,0.0804613903164863,132192000,0.07991257160902021,,,,,
2000-01-14,0.0816560407663858,0.0872661496108399,0.0814167457616127,0.0839233696460723,604560000,0.08070031851530071,0.0822762623429298,,,,
2000-01-18,0.0849978698655986,0.0878629810320586,0.081178338705915,0.0875054150819778,261648000,0.08167930841445918,0.08208528682589525,,,,
2000-01-19,0.0878630107272744,0.0878630107272744,0.0859532410865106,0.0866692885756492,164688000,0.08315963298082346,0.0820494413375854,,,,
2000-01-20,0.0873862120603617,0.0921610848547446,0.085714822829859,0.0864308699965477,179568000,0.08499806672334667,0.08227626085281368,,,,
2000-01-21,0.086191596388632,0.0865500777055452,0.0833264850634502,0.0854755491018295,544272000,0.0860008984804153,0.08295673504471775,,,,
2000-01-24,0.0882214818883069,0.0882214818883069,0.0811783567036092,0.0816560313105583,256944000,0.08554743081331251,0.0831238746643066,,,,
2000-01-25,0.0820135680764856,0.0828497238312594,0.0783132303125304,0.0809390395879745,237120000,0.08423415571451184,0.08295673206448552,,,,
2000-01-26,0.0809390485827733,0.0830881126295693,0.0761641749687255,0.0775962695479393,232464000,0.08241955190896987,0.08278959244489667,,,,
2000-01-27,0.0781931267401302,0.0781931267401302,0.0706723353582799,0.0735374465584755,458208000,0.07984086722135543,0.08241946697235104,,,,
2000-01-28,0.0725830396016781,0.0730607074082216,0.0685242123585863,0.0713893175125122,194448000,0.07702362090349195,0.08151225969195364,,,,
2000-01-31,0.0717468640566564,0.0732990671232297,0.0668528042855038,0.070792444050312,182400000,0.0748509034514427,0.0801991671323776,0.0812377147376537,,,
2000-02-01,0.0709116426683093,0.0730607001572781,0.0682849105892544,0.0724629238247871,92976000,0.07315568029880522,0.07869491800665854,0.08039010241627689,,,
2000-02-02,0.0728214001898364,0.0759258066458753,0.0724629188505683,0.0744927898049354,149040000,0.07253498435020443,0.07747726812958715,0.07976335473358628,,,
2000-02-03,0.076880229477727,0.0784324327607889,0.0752088398033591,0.075686514377594,108240000,0.07296479791402813,0.07640283256769179,0.07933954671025273,,,
2000-02-04,0.0780739435153269,0.0780739435153269,0.075925801661969,0.0774770826101303,123696000,0.07418235093355177,0.07560298591852185,0.07927986048161981,,,
2000-02-07,0.0778355614000726,0.0778355614000726,0.0725830202958496,0.0727022066712379,217488000,0.07456430345773693,0.07470760345458982,0.07891573905944821,,,
2000-02-08,0.0744927962413124,0.0787909181265234,0.0725830336870455,0.0761641860008239,468816000,0.0753045558929443,0.07423011809587475,0.07859342508018013,,,
2000-02-09,0.0790292833634186,0.080342191513648,0.0779547547954918,0.0780739411711692,589056000,0.07602078616619105,0.07427788525819776,0.07853373885154721,,,
2000-02-10,0.082849763135092,0.0955039144036987,0.082849763135092,0.0940709039568901,970080000,0.07969766408205028,0.0763312309980392,0.07937534898519513,,,
2000-02-11,0.0987265444113124,0.0988466529623753,0.0885799436982559,0.0955038741230964,423792000,0.0833030223846435,0.07874268665909763,0.08012747317552563,,,
2000-02-14,0.0957422742587337,0.1107838600873947,0.0947869318816745,0.1107838600873947,650112000,0.09091935306787487,0.0827418282628059,0.08147049769759175,,,
2000-02-15,0.1110231651990184,0.1111423516086337,0.101950168076557,0.1064866632223129,450480000,0.09698384851217265,0.08614420220255849,0.0824195601046085,,,
2000-02-16,0.1076803869524022,0.1150819942547936,0.1064866648200328,0.1113807260990142,1019568000,0.10364520549774166,0.08983299583196637,0.08365513198077676,,,
2000-02-17,0.1112615277457389,0.1160373174479917,0.1095901379689309,0.1153203547000885,535776000,0.10789509564638133,0.09379637986421581,0.08509960621595379,,,
2000-02-18,0.1136489313170572,0.1303628173118572,0.1128136977646928,0.1286914348602295,960864000,0.11453260779380796,0.09891781508922573,0.0872604005038738,,,
2000-02-22,0.1246326438379978,0.126303111408243,0.1203345151505457,0.125109389424324,542496000,0.11739771366119382,0.10415853336453433,0.08943306840956208,,,
2000-02-23,0.1236772718757514,0.1271392371316112,0.1221250756407246,0.1258263289928436,511392000,0.12126564681529997,0.10912474766373632,0.09167743287980554,,,
2000-02-24,0.1265423731886386,0.1273776067096002,0.1193791418653984,0.124632604420185,244320000,0.12391602247953412,0.11378061398863788,0.09402924962341783,,,
2000-02-25,0.124751861832344,0.124751861832344,0.1117392287484522,0.1168725788593292,278736000,0.12422646731138225,0.1160607814788818,0.0961960062384605,,,
2000-02-28,0.1162756968817578,0.117469418954136,0.1141266460406772,0.1160373240709304,517872000,0.12169564515352245,0.11811412647366519,0.09842840656638141,,,
2000-02-29,0.1153203658822585,0.1236773087456897,0.1153203658822585,0.1222442984580993,306048000,0.1211226269602775,0.11926017031073569,0.10100099928677078,,,
2000-03-01,0.1222442537775516,0.1222442537775516,0.1167533334962447,0.1186631023883819,383568000,0.11968998163938516,0.12047781422734256,0.10331100821495051,,,
2000-03-02,0.1196184445094937,0.1196184445094937,0.1103070842270242,0.1106646433472633,191040000,0.11689638942480082,0.12040620595216747,0.10511960089206691,,,
2000-03-03,0.1107838517296831,0.1136489564665932,0.1098294247717979,0.112455241382122,273696000,0.11601292192935937,0.12011969462037082,0.10695803724229332,,,
2000-03-06,0.1131721833105935,0.1217675096060555,0.1107838314018423,0.1117391735315322,432096000,0.11515329182147975,0.1184244684875011,0.10867114178836342,,,
2000-03-07,0.143255399597749,0.1666539299913562,0.1370475144234917,0.1591331362724304,1952208000,0.12253105938434597,0.12182684317231174,0.11299268826842304,,,
2000-03-08,0.1590432394774692,0.1618789979758098,0.1475534630730748,0.1604459881782531,668736000,0.13088763654232022,0.12528880909085266,0.1172067783772945,,,
2000-03-09,0.1623557891288563,0.2062877378106882,0.1618790298953098,0.1915743798017501,952944000,0.14706958383321755,0.1319829866290092,0.12288180030882354,,,
2000-03-10,0.2015129078742572,0.2769601380220404,0.2000798974798889,0.2253881990909576,2161200000,0.1696561753749847,0.14283454865217204,0.1294476650655269,,,
2000-03-13,0.2043780354569097,0.2865108292659269,0.202467350297847,0.2850787341594696,2415168000,0.20432408750057215,0.15973868966102595,0.13892640806734557,,,
2000-03-14,0.2835264899591512,0.2835264899591512,0.2062877671159781,0.2103465944528579,1567776000,0.21456677913665767,0.1685489192605018,0.14390454478561873,0.10660526946187016,,
2000-03-15,0.2254184239719181,0.2312385019001575,0.1948273299705639,0.2017512619495391,995616000,0.22282783389091487,0.17685773521661755,0.14866777472198006,0.10885199129581448,,
2000-03-16,0.2081975414227126,0.2153607759710226,0.1769206441350864,0.1798746883869171,750384000,0.22048789560794826,0.18377873972058292,0.1520924728363752,0.11070893019437786,,
2000-03-17,0.1757268823872121,0.2043779538774493,0.17569662128866,0.1907684653997421,557616000,0.21356394886970514,0.19161006212234494,0.15586487837135787,0.1128410460054874,,
2000-03-20,0.1982892795695743,0.204616350017011,0.1845606031463221,0.1906493008136749,365280000,0.19467806220054623,0.19950107485055918,0.15896277166903014,0.11508061587810511,,
2000-03-21,0.1910068867785922,0.1926782698387491,0.1661762624128321,0.1812178492546081,536640000,0.18885231316089626,0.20170954614877695,0.16176819466054435,0.11710528016090388,,
2000-03-22,0.1826509008731504,0.1881418242482041,0.1795464932012873,0.1825317144393921,230592000,0.18500840365886684,0.20391811877489086,0.16460346393287179,0.11910370513796802,,
2000-03-23,0.1808602535930122,0.1957826521485453,0.1805017790706452,0.1857543140649795,309408000,0.18618432879447935,0.20333611220121378,0.1676595494151115,0.12123343810439105,,
2000-03-24,0.1845606794297815,0.1929176243361674,0.1719065196427362,0.1779952198266983,231600000,0.1836296796798706,0.19859681427478787,0.17071568146347996,0.12324856847524637,,
2000-03-27,0.1776366247606919,0.1833668468360689,0.1647441135038222,0.1662953943014145,388944000,0.17875889837741848,0.18671848028898236,0.17322858497500415,0.12496524855494494,,
2000-03-28,0.1605651801511525,0.1623557627813254,0.1508953317268063,0.1538805514574051,393312000,0.1732914388179779,0.18107187598943708,0.17481039762496944,0.1263643921911716,,
2000-03-29,0.1544774264756298,0.1580585923805266,0.1375251700827074,0.1437330543994903,469440000,0.16553170680999754,0.1752700552344322,0.17606389522552487,0.12748894497752186,,
2000-03-30,0.1394349102757766,0.156148805683485,0.134660036595011,0.1428968757390976,361920000,0.15696021914482114,0.17157227396965025,0.1776755068451166,0.12861349672079084,,
2000-03-31,0.1526566253527764,0.1678476611240695,0.1499409674665352,0.1613711416721344,962976000,0.15363540351390836,0.1686325415968895,0.18012130185961722,0.13011230215430256,,
2000-04-03,0.1599087430284308,0.1604460107752882,0.1445682774693836,0.1487472057342529,329952000,0.15012576580047604,0.1644423320889473,0.18197170346975322,0.13137773528695104,,
2000-04-04,0.1566256181015603,0.1592523371142817,0.1088741121935328,0.1432554125785827,513792000,0.14800073802471156,0.16064608842134473,0.18117781728506083,0.13260972291231152,,
2000-04-05,0.1446884067908898,0.1862320154737544,0.1372867996425567,0.1751300692558288,639600000,0.15428014099597928,0.1599059239029884,0.18191202133893963,0.1344935435056686,,
2000-04-06,0.1832477003335952,0.1925590621944417,0.1745331857879621,0.1832477003335952,404592000,0.1623503059148788,0.15965526252985,0.18149568736553187,0.13660657212138172,,
2000-04-07,0.1924399190436181,0.2005575744362428,0.1843222636509934,0.1959018856287002,318576000,0.16925645470619197,0.16144592911005015,0.180021371692419,0.1390538609027862,,
2000-04-10,0.1992447027601891,0.210824326886318,0.1748908167164873,0.1785920858383178,395280000,0.17522543072700494,0.1626755982637405,0.17469703927636143,0.14119791626930234,,
2000-04-11,0.1661459972217975,0.1814571329541532,0.1528060548744032,0.167966827750206,457584000,0.18016771376132962,0.16408422589302057,0.17257805094122886,0.14314140394330022,,
2000-04-12,0.1682061383307173,0.1719064774350324,0.1499409576109106,0.1505378186702728,313440000,0.1752492636442184,0.16476470232009882,0.17001737877726553,0.14470290184020992,,
2000-04-13,0.1517315646412451,0.1571033018417154,0.1415840497616541,0.1440906673669815,313296000,0.16741785705089568,0.16488408148288722,0.16822817772626875,0.14609485939145084,,
2000-04-14,0.1348984536955834,0.1452852677944871,0.1251094023355843,0.1314071416854858,421920000,0.15451890826225276,0.16188768148422236,0.16526011154055592,0.1472092719376087,,
2000-04-17,0.1203345306937847,0.1432554001887435,0.1203345306937847,0.1381220370531082,294096000,0.14642489850521084,0.1608251646161079,0.16263374835252759,0.14842217102646824,,
2000-04-18,0.1520294720490042,0.1714287635845136,0.1475534796319063,0.1625950634479522,477504000,0.14535054564476008,0.16275912970304485,0.16170260906219477,0.15022002816200253,,
2000-04-19,0.1677284439661065,0.169996687864999,0.1528060448745138,0.1548350006341934,278352000,0.1462099820375442,0.1607296228408813,0.16031777337193484,0.1517934444546699,,
2000-04-20,0.1590139383254432,0.1619982434419093,0.1518507180225198,0.153999775648117,153936000,0.14819180369377133,0.15780483037233348,0.15873004645109173,0.15331196114420886,,
