Date,Open,High,Low,Close,Volume,MA_5,MA_10,MA_20,MA_50,MA_100,MA_200,Signal_5_20_short,Signal_10_50_medium,Signal_20_100_long,Signal_50_200_vlong,Combined_Signal,Buy
2000-01-03,14.00739689253915,14.00739689253915,13.343253074358412,13.614948272705078,10997000,,,,,,,,,,,NANANANA,
2000-01-04,13.614947898839398,13.720607139739483,13.433817771582111,13.63004207611084,7308000,,,,,,,,,,,NANANANA,
2000-01-05,13.6300514003448,13.871558401901297,13.539486274761112,13.750804901123049,9457400,,,,,,,,,,,NANANANA,
2000-01-06,13.75080261209555,13.931932833111077,13.660237501587783,13.765896797180176,7129200,,,,,,,,,,,NANANANA,
2000-01-07,13.977203565369908,14.67153549194336,13.977203565369908,14.67153549194336,11474000,13.8866455078125,,,,,,,,,,NANANANA,
2000-01-10,14.671548290029722,14.716830846480432,14.188534354555491,14.203628540039062,8723800,14.004381561279295,,,,,,,,,,NANANANA,
2000-01-11,14.520604718748368,14.792300025336177,14.520604718748368,14.686640739440918,9398000,14.215701293945312,,,,,,,,,,NANANANA,
2000-01-12,14.686632830922196,14.928139640063774,14.596067777494104,14.852668762207031,8389800,14.43607406616211,,,,,,,,,,NANANANA,
2000-01-13,14.837578314868782,14.837578314868782,14.596071445043858,14.626259803771973,6106000,14.608146667480469,,,,,,,,,,NANANANA,
2000-01-14,14.656451808027503,14.958335470396763,14.656451808027503,14.74701690673828,7513200,14.623242950439453,14.254944229125975,,,,,,,,,NANANANA,
2000-01-18,14.747012352026427,15.697945594787598,14.747012352026427,15.697945594787598,18350800,14.92210636138916,14.463243961334229,,,,,,,,,NANANANA,
2000-01-19,15.697945050352835,15.75832176208496,15.471532381357362,15.75832176208496,12813400,15.136442565917967,14.67607192993164,,,,,,,,,NANANANA,
2000-01-20,15.758322775477025,15.924358743417876,15.728134417669596,15.90926456451416,11539800,15.347761726379394,14.891917896270751,,,,,,,,,NANANANA,
2000-01-21,15.909257706971925,16.15076446533203,15.879069362176912,16.15076446533203,11385800,15.652662658691408,15.130404663085937,,,,,,,,,NANANANA,
2000-01-24,16.120594156959843,16.120594156959843,15.350790503397151,15.667768478393556,11306000,15.83681297302246,15.230027961730958,,,,,,,,,NANANANA,
2000-01-25,15.66775770205474,15.954547101225302,15.184743977135906,15.90926456451416,9718600,15.879076766967774,15.400591564178466,,,,,,,,,NANANANA,
2000-01-26,15.818695249831595,15.818695249831595,15.154551556136376,15.230022430419922,23723800,15.773416900634766,15.454929733276368,,,,,,,,,NANANANA,
