CAGR,Volatility,Sharpe,MaxDD,Total_Trades,Days_in_Position,Final_Equity,Strategy,Period,Train_Start,Train_End,Test_Start,Test_End,Train_Sharpe
-0.3986059864009214,0.24438466225008393,-1.631059751176281,-0.2408754171097789,11,60.0,0.7754959790992334,"Short-term only (5,20)",1,2000-01-03,2002-01-07,2002-01-08,2002-07-09,0.25906822474622865
-0.36493458305617166,0.3014373340115506,-1.2106482571338955,-0.2745646415039416,13,47.0,0.7969099177095416,"Short-term only (5,20)",2,2000-07-03,2002-07-09,2002-07-10,2003-01-07,-0.11854935539147499
0.20108932762600973,0.23696233758161425,0.848613031413698,-0.11070073916425249,6,70.0,1.0959422099846368,"Medium-term only (10,50)",3,2001-01-02,2003-01-07,2003-01-08,2003-07-09,-0.027033879692017232
-0.053625438071931986,0.3089452886719463,-0.17357584024812295,-0.17378059447359856,5,86.0,0.9728178462220294,"Medium-term only (10,50)",4,2001-07-03,2003-07-09,2003-07-10,2004-01-07,0.021111048781978253
0.6459357514716837,0.36951943770014517,1.7480426888824256,-0.12013643575495316,2,125.0,1.2829402758786879,Original (>=2 signals),5,2002-01-08,2004-01-07,2004-01-08,2004-07-09,0.24480996077617323
3.8874014714177436,0.4274081693092009,9.095290522174066,-0.09565730494029501,2,125.0,2.210746813051586,"Long-term only (50,200)",6,2002-07-10,2004-07-09,2004-07-12,2005-01-06,0.9518570763022702
0.21546252192168036,0.4119839934530187,0.522987604726568,-0.2426494759513769,2,125.0,1.1024801684936016,Short OR Long,7,2003-01-08,2005-01-06,2005-01-07,2005-07-08,2.760508211294948
2.994518418099545,0.3520486774868327,8.505978319465624,-0.09533426381121508,2,125.0,1.9986291347069733,"Long-term only (50,200)",8,2003-07-10,2005-07-08,2005-07-11,2006-01-06,2.4374270382419585
-0.4245554056392563,0.40043205348003463,-1.0602433095691837,-0.33403416507120737,3,113.0,0.7585806445993357,"Long-term only (50,200)",9,2004-01-08,2006-01-06,2006-01-09,2006-07-10,3.9252816720535875
0.4875052518175085,0.23803779544828366,2.0480161602043756,-0.11915939196424012,2,72.0,1.2196332447984142,Long AND VeryLong,10,2004-07-12,2006-07-10,2006-07-11,2007-01-09,2.6016680474135048
0.8553151332574676,0.28166608511360713,3.036628044560228,-0.1424301512670451,2,125.0,1.3620995313329594,Short OR Long,11,2005-01-07,2007-01-09,2007-01-10,2007-07-11,1.5997506391876632
0.27735991038348806,0.4270244715323517,0.6495176011533922,-0.22009094300245663,6,111.0,1.1302034818489493,"Medium-term only (10,50)",12,2005-07-11,2007-07-11,2007-07-12,2008-01-09,2.563720193193636
