CAGR,Volatility,Sharpe,MaxDD,Total_Trades,Days_in_Position,Final_Equity,Strategy,Period,Train_Start,Train_End,Test_Start,Test_End,Train_Sharpe
-0.2691707939701007,0.10427842492193841,-2.5812702308420823,-0.14425876583131012,5,6.0,0.8548854929345212,All 4 signals,1,2000-01-03,2002-01-07,2002-01-08,2002-07-09,0.9027397048809195
-0.001998999999999973,0.001414213562373094,-1.4135064555918906,0.0,1,0.0,0.999,All 4 signals,2,2000-07-03,2002-07-09,2002-07-10,2003-01-07,0.5594069890267638
2.8191438665030573,0.6460988344269667,4.363332227651195,-0.1509235769328646,2,93.0,1.9542629982945123,"Medium-term only (10,50)",3,2001-01-02,2003-01-07,2003-01-08,2003-07-09,0.5838812233900847
-0.021295388582622476,0.19953272192214597,-0.10672629720819199,-0.14089516844163605,6,27.0,0.9892950072740575,All 4 signals,4,2001-07-03,2003-07-09,2003-07-10,2004-01-07,1.4096559799004569
-0.3051662233020458,0.2130796894610833,-1.4321694576985062,-0.18585168682799022,7,35.0,0.8335668999534196,All 4 signals,5,2002-01-08,2004-01-07,2004-01-08,2004-07-09,0.6052357488646865
2.0538201001736067,0.3769632549776737,5.448329706022005,-0.08580301175459548,5,79.0,1.7475182689098294,"Short-term only (5,20)",6,2002-07-10,2004-07-09,2004-07-12,2005-01-06,0.5833515475182324
0.6857269866640086,0.32851390425683996,2.0873606193785057,-0.14680859959286344,5,55.0,1.2983554931774304,"Short-term only (5,20)",7,2003-01-08,2005-01-06,2005-01-07,2005-07-08,1.8700939404731134
0.40924124589669586,0.2885528699352148,1.4182539442029385,-0.10936832225362306,10,95.0,1.1871146725976796,"Short-term only (5,20)",8,2003-07-10,2005-07-08,2005-07-11,2006-01-06,1.5374854177039174
-0.01825124580683657,0.30328612605223887,-0.06017830767403096,-0.26906273701366135,9,78.0,0.990832354232119,"Short-term only (5,20)",9,2004-01-08,2006-01-06,2006-01-09,2006-07-10,1.7753497355397372
1.346957093974463,0.4376841285281668,3.0774638744703324,-0.08712615186109489,7,103.0,1.5319781636741638,"Short-term only (5,20)",10,2004-07-12,2006-07-10,2006-07-11,2007-01-09,2.0564935031601657
0.6049930418760197,0.2751305551184381,2.198930764398678,-0.15349833866949544,8,79.0,1.2668831997765302,"Short-term only (5,20)",11,2005-01-07,2007-01-09,2007-01-10,2007-07-11,1.6405091895784558
-0.16891291900812244,0.45387379331962874,-0.37215834334186804,-0.289214159419624,5,94.0,0.9116397758938986,"Medium-term only (10,50)",12,2005-07-11,2007-07-11,2007-07-12,2008-01-09,2.3032001343998108
-0.15176947976317234,0.2417924182155877,-0.6276850237208479,-0.2016041189420119,3,34.0,0.9209943106430287,"Medium-term only (10,50)",13,2006-01-09,2008-01-09,2008-01-10,2008-07-10,1.2697973681401835
-0.40436279676294873,0.2510324314707759,-1.6107990286108624,-0.2274520940804605,6,16.0,0.77177535801362,Short AND Medium,14,2006-07-11,2008-07-10,2008-07-11,2009-01-08,1.0031119433375886
-0.39840641168906776,0.519531534513303,-0.7668570341207387,-0.3363324101289149,6,80.0,0.7756246439553943,>=3 of 4 signals,15,2007-01-10,2009-01-08,2009-01-09,2009-07-10,0.3522093982690204
2.1147073729159973,0.44719243448136115,4.728853195758028,-0.27383108028420544,2,125.0,1.7648533573404894,"Long-term only (50,200)",16,2007-07-12,2009-07-10,2009-07-13,2010-01-08,-0.4305175059769322
-0.5207715927340357,0.3954675565123146,-1.3168503563902827,-0.3249202720917519,3,99.0,0.6922632499750108,"Long-term only (50,200)",17,2008-01-10,2010-01-08,2010-01-11,2010-07-12,0.4873728801691842
0.9257413371021157,0.2384163468110839,3.882876948180293,-0.007318582559656353,2,15.0,1.387710826181779,Long AND VeryLong,18,2008-07-11,2010-07-12,2010-07-13,2011-01-07,0.14882404831489573
