Date,Open,High,Low,Close,Volume,MA_5,MA_10,MA_20,MA_50,MA_100,MA_200,Signal_5_20_short,Signal_10_50_medium,Signal_20_100_long,Signal_50_200_vlong,Combined_Signal,Buy,Signal_combined,Return,Position,Trade,StratRetGross,StratRetNet,Equity,BH_Equity
2000-01-03,4.074999809265137,4.478125095367432,3.9523439407348633,4.46875,322352000,,,,,,,,,,,NANANANA,,0,0.0,0.0,1,0.0,-0.001,0.999,1.0
2000-01-04,4.268750190734863,4.574999809265137,4.087500095367432,4.096875190734863,349748000,,,,,,,,,,,NANANANA,,0,-0.08321674053485573,0.0,0,-0.0,-0.0,0.999,0.9167832594651443
2000-01-05,3.5250000953674316,3.756249904632568,3.4000000953674316,3.487499952316284,769148000,,,,,,,,,,,NANANANA,,0,-0.14874147003469596,0.0,0,-0.0,-0.0,0.999,0.7804195697490987
2000-01-06,3.565624952316284,3.634375095367432,3.200000047683716,3.278125047683716,375040000,,,,,,,,,,,NANANANA,,0,-0.060035815769261425,0.0,0,-0.0,-0.0,0.999,0.7335664442369155
2000-01-07,3.3499999046325684,3.5250000953674316,3.309375047683716,3.4781250953674316,210108000,3.761875057220459,,,,,,,,,,NANANANA,,0,0.06101049983588447,0.0,0,0.0,0.0,0.999,0.7783216996626422
2000-01-10,3.628124952316284,3.631249904632568,3.278125047683716,3.4593749046325684,295158000,3.5600000381469727,,,,,,,,,,NANANANA,,0,-0.005390890270116189,0.0,0,-0.0,-0.0,0.999,0.7741258527849105
2000-01-11,3.34375,3.5,3.25,3.3375000953674316,210654000,3.4081250190734864,,,,,,,,,,NANANANA,,0,-0.035230298139103056,0.0,0,-0.0,-0.0,0.999,0.7468531681941107
2000-01-12,3.393749952316284,3.4000000953674316,3.1500000953674316,3.1781249046325684,216090000,3.3462500095367433,,,,,,,,,,NANANANA,,0,-0.04775286477327201,0.0,0,-0.0,-0.0,0.999,0.7111887898478476
2000-01-13,3.246875047683716,3.359375,3.15625,3.296875,208962000,3.35,,,,,,,,,,NANANANA,,0,0.03736482955542009,0.0,0,0.0,0.0,0.999,0.7377622377622379
2000-01-14,3.3375000953674316,3.4312500953674316,3.200000047683716,3.2125000953674316,137072000,3.296875,3.5293750286102297,,,,,,,,,NANANANA,,0,-0.02559238813499709,0.0,0,-0.0,-0.0,0.999,0.7188811402220827
2000-01-18,3.171875,3.2593750953674316,3.1500000953674316,3.206249952316284,107698000,3.2462500095367433,3.403125023841858,,,,,,,,,NANANANA,,0,-0.0019455697636119318,0.0,0,-0.0,-0.0,0.999,0.7174825068120357
2000-01-19,3.206249952316284,3.375,3.1500000953674316,3.340625047683716,164910000,3.246875,3.327500009536743,,,,,,,,,NANANANA,,0,0.041910361751539504,0.0,0,0.0,0.0,0.999,0.7475524582229296
2000-01-20,3.346874952316284,3.3499999046325684,3.1968750953674316,3.237499952316284,119560000,3.258750009536743,3.302500009536743,,,,,,,,,NANANANA,,0,-0.03087000004353535,0.0,0,-0.0,-0.0,0.999,0.7244755138050428
2000-01-21,3.231250047683716,3.231250047683716,3.0,3.1031250953674316,229238000,3.2200000286102295,3.2850000143051146,,,,,,,,,NANANANA,,0,-0.041505747931428805,0.0,0,-0.0,-0.0,0.999,0.6944056157465583
2000-01-24,3.378124952316284,3.668750047683716,3.375,3.5062499046325684,583404000,3.2787499904632567,3.2878124952316283,,,,,,,,,NANANANA,,0,0.12990930010103385,0.0,0,0.0,0.0,0.999,0.7846153632744212
2000-01-25,3.5,3.5625,3.299999952316284,3.4625000953674316,188682000,3.3300000190734864,3.288125014305115,,,,,,,,,NANANANA,,0,-0.012477664300919677,0.0,0,-0.0,-0.0,0.999,0.7748251961661388
2000-01-26,3.4312500953674316,3.5,3.237499952316284,3.2406249046325684,131160000,3.3099999904632567,3.2784374952316284,,,,,,,,,NANANANA,,0,-0.06407947570361539,0.0,0,-0.0,-0.0,0.999,0.7251748038338617
2000-01-27,3.2593750953674316,3.387500047683716,3.231250047683716,3.346874952316284,135680000,3.3318749904632567,3.2953125,,,,,,,,,NANANANA,,0,0.03278690092513581,0.0,0,0.0,0.0,0.999,0.7489510382805673
