Date,Open,High,Low,Close,Volume
2000-01-03,12.958202524492819,12.958202524492819,12.377984501008065,12.490804672241211,13705800
2000-01-04,12.313514275151844,12.361865770996681,11.588241837479288,11.74941349029541,27293400
2000-01-05,11.620478424320714,11.9750561293624,11.475423908621842,11.878353118896484,22855600
2000-01-06,12.103988295793533,12.8937292098999,12.055636811256408,12.893729209899902,17307000
2000-01-07,12.797029588280655,12.797029588280655,12.377983279344512,12.555272102355957,11632800
2000-01-10,12.619733790133862,12.619733790133862,12.039516144610467,12.120101928710938,11152800
2000-01-11,11.749413009570992,12.103990631259006,11.749413009570992,11.86223316192627,11064400
2000-01-12,11.862231675014701,12.136223439247377,11.862231675014701,11.991168975830078,11067600
2000-01-13,12.12010798410423,12.345748292318937,12.087873654359273,12.265162467956543,12322000
2000-01-14,12.877614358864207,13.038786002905061,12.58750539959067,13.022668838500977,20438600
2000-01-18,12.893727421760559,12.893727421760559,12.329626847058535,12.377978324890137,17116000
2000-01-19,12.345744006335735,12.68420435115695,12.039517980068922,12.377978324890137,15468400
2000-01-20,12.249044879820906,12.377982194345336,11.862232936247613,12.140254020690918,12249000
2000-01-21,11.991173740287813,12.039525247305102,11.749416205201365,11.78165054321289,12839400
2000-01-24,11.797763187788311,11.926700490387091,11.475419931291363,11.491537094116211,12614800
2000-01-25,11.588242320803065,11.781648312249013,11.523773656987748,11.63659381866455,15631000
2000-01-26,11.79776145166048,12.200690462987682,11.70105848894195,12.152338981628418,15441200
2000-01-27,12.26516279740767,12.474685946377841,12.136225474964489,12.41021728515625,12769400
2000-01-28,12.345750383992012,12.345750383992012,11.797766685485838,11.79776668548584,13517000
2000-01-31,11.991172485351564,12.490804672241213,11.942820983394501,12.490804672241211,16910000
2000-02-01,12.410216331481934,12.635856628417969,12.377982003348214,12.635856628417969,8965200
2000-02-02,12.249048892116049,12.506923605634281,12.21681455292627,12.313517570495605,11717400
2000-02-03,12.297394154370233,12.394097122818753,11.717176343679107,11.975050926208496,22798000
2000-02-04,12.10399174755211,12.152343245877884,11.684945428728733,11.829999923706055,13400000
2000-02-07,11.684948921203613,11.733300433981007,11.572128724723028,11.684948921203613,10364400
2000-02-08,11.813878612113568,12.184573302534593,11.78164429120739,12.152338981628418,10821800
2000-02-09,12.152344981883243,12.184579318705214,11.878353118896484,11.878353118896484,9294200
2000-02-10,11.878350616497581,11.991170771606784,11.52377298615437,11.572124481201172,11579400
2000-02-11,11.604360366757975,12.023406713335346,11.604360366757975,11.652711868286133,13510400
2000-02-14,11.781645385558997,11.846114033359594,11.36259917485512,11.410950660705566,13426800
2000-02-15,11.362595930491407,11.862227808286065,11.362595930491407,11.765524864196777,13834000
2000-02-16,11.92670371027903,11.991172378983242,11.63659470111008,11.652711868286133,11939600
2000-02-17,11.717180218683238,11.942820553018265,11.427071217395344,11.507657051086426,12256800
2000-02-18,11.491536036900111,11.523770359584264,11.18530997140067,11.282012939453125,14998000
2000-02-22,11.136957477590892,11.829995352462685,11.088605997948674,11.539886474609375,13162800
2000-02-23,11.604360674248365,12.023407031929557,11.459306165820262,11.79776668548584,13732000
2000-02-24,11.830005049871767,11.926708088426578,11.31425551091278,11.556013107299805,11467800
2000-02-25,11.539891958912103,11.813883807098563,11.3787202835083,11.3787202835083,10603800
2000-02-28,11.539886220296223,12.103986803690592,11.491534741719564,11.846112251281738,13760000
2000-02-29,11.846115997304086,11.975053314281546,11.620475692593532,11.86223316192627,11792800
2000-03-01,11.99258757749539,12.041470407294964,11.682996322098091,11.878527641296387,9796600
2000-03-02,11.878522144111283,11.878522144111283,11.63410810822422,11.748167991638184,10613000
2000-03-03,11.927408615748087,12.025174260139465,11.634111682573954,11.731877326965332,12825800
2000-03-06,11.731881452410407,11.976295649335624,11.471172975690177,11.601527214050293,9827800
2000-03-07,11.73187884417447,11.780761672691865,11.40599332072518,11.471170425415039,8911200
2000-03-08,11.471170157621104,11.63411291554186,11.357110227076577,11.373404502868652,8126400
2000-03-09,11.373402646733298,11.471168285530432,11.161577096006173,11.226754188537598,13093600
2000-03-10,11.194163112529166,11.275634459781925,11.031220418023647,11.177868843078613,12134400
2000-03-13,11.177871778628933,11.48746297949475,11.080106136250254,11.259343147277832,10650800
2000-03-14,11.357110796785776,11.42228790322357,11.080108094425146,11.112696647644043,8233200
2000-03-15,11.177875586361585,12.008883829662519,11.112698469239943,11.960000991821289,20421800
2000-03-16,12.253298318930689,12.905069506107854,12.155532640854116,12.839892387390137,27207200
2000-03-17,12.872473895549774,13.230947852134705,12.774708271026611,13.035416603088379,20839800
2000-03-20,13.035414381051243,13.1005914529565,12.611763413667079,12.93764877319336,10749800
2000-03-21,12.937653298471488,13.491658603443819,12.905064751120173,13.296127319335938,13791200
2000-03-22,13.410183906555176,13.54053806360553,13.051709974666702,13.410183906555176,11186200
2000-03-23,13.622017390725247,14.127140045166016,13.32872036556609,14.127140045166016,15425400
2000-03-24,14.061955837145005,14.387841256314067,13.882718856602022,14.241192817687988,16576200
2000-03-27,14.2086141203072,14.33896837829167,13.866434193097968,14.110848426818848,10686800
2000-03-28,13.719781098872112,14.257492234576125,13.719781098872112,13.964195251464844,10733000
2000-03-29,13.817548403373133,13.850136960928257,13.524251385377005,13.556839942932129,11628600
2000-03-30,13.622021964848555,13.6709048187894,13.149487710087062,13.24725341796875,10390200
2000-03-31,13.29612542790082,13.8827191967788,13.198359799754492,13.670893669128418,10241800
2000-04-03,13.57313491847064,14.485614576855221,13.57313491847064,14.469320297241211,17099000
2000-04-04,14.501908466202714,14.746322653835344,13.899020136708895,14.127140045166016,18461600
2000-04-05,14.061959470863696,14.404139249413102,13.9804880950186,14.078253746032715,9186800
2000-04-06,14.143431885479487,14.224903267308285,13.817546358164291,13.93160629272461,8071000
2000-04-07,13.833844666839928,14.029376040222825,13.556841887880825,13.638313293457031,7752800
2000-04-10,13.638304473380366,14.045661237818251,13.58942166164782,13.768658638000488,10295200
2000-04-11,13.752370477932601,13.915313256107158,13.507956310670766,13.64645767211914,7588600
2000-04-12,13.85013475450863,14.599671458870274,13.85013475450863,14.224903106689453,15690000
2000-04-13,14.241192484748435,14.404135190523588,13.703481555690427,13.768658638000488,12167000
2000-04-14,13.524251443722072,13.524251443722072,12.67694894363346,13.019128799438477,19890400
2000-04-17,13.019125260773652,13.296127925896498,12.54659130262292,13.116890907287598,13947400
2000-04-18,13.296127319335938,13.345010140362907,12.970241845822802,13.296127319335938,11306400
2000-04-19,13.279831677712924,13.279831677712924,12.758414973802722,12.888769149780273,7913600
2000-04-20,13.068007525700187,13.084301799423006,12.888770514749186,12.921359062194824,6438400
2000-04-24,12.921367950809811,13.426490783691406,12.872485096014818,13.426490783691406,8713600
2000-04-25,13.312423790825738,13.996783398187649,13.296129514459977,13.93160629272461,9767800
2000-04-26,13.736067454020182,13.801244523790148,13.34500503540039,13.491653442382812,7742400
2000-04-27,13.165770181795445,13.459067042280987,13.051710291606623,13.36130142211914,8961400
2000-04-28,13.328715964239471,13.393893059419126,12.611767917263265,12.774710655212402,13831200
2000-05-01,12.791002541780472,13.279830664396286,12.595471292734146,13.035416603088379,9424800
2000-05-02,12.856177433311789,13.279828400695955,12.856177433311789,12.93764877319336,8853400
2000-05-03,12.93765339316154,13.247244595264903,12.59547364346835,12.774710655212402,7772200
2000-05-04,12.693238851924738,12.758415944874288,12.432530480126541,12.514001846313477,10026400
2000-05-05,12.31847292364975,12.660652727084466,12.285884370941684,12.399944305419922,8272200
2000-05-08,12.302176899792464,12.72582802481843,12.302176899792464,12.562885284423828,9454400
2000-05-09,12.644356654621129,12.953947861370873,12.416236818068686,12.562885284423828,9627400
2000-05-10,12.49771132135904,12.628065546353659,12.090354368250857,12.122942924499512,13484400
2000-05-11,12.448826520612812,12.497709347264433,12.139235285152544,12.35106086730957,13535600
2000-05-12,12.351058233819208,12.758415035726173,12.074055608522471,12.66879653930664,11749800
2000-05-15,12.67694556624801,13.26353944849085,12.660651291741265,13.198362350463867,10759200
2000-05-16,13.279832528072335,13.45906953151871,12.823592882936108,12.953947067260742,10708400
2000-05-17,12.791004053993369,12.986535326156325,12.660649872551398,12.856181144714355,6094800
2000-05-18,12.872476791002736,13.247245102639525,12.856182516583745,13.116890907287598,9306600
2000-05-19,12.921359676811564,13.084302421790273,12.807299755326468,12.970242500305176,9126200
2000-05-22,12.97024506715993,13.116893566662993,12.709536623598925,13.10059928894043,8182800
2000-05-23,13.149482875601716,13.85013685782089,13.100600039632937,13.70348834991455,14451000
2000-05-24,13.94790742330711,14.632267366974046,13.915318854561065,14.58338451385498,22449600
2000-05-25,14.338957878155897,14.615960473529364,14.208603715627207,14.420429229736328,14555600
2000-05-26,14.338958443438708,14.40413552727252,14.045661566186553,14.241192817687988,10615400
2000-05-30,14.322662353515623,14.38783942907201,14.159719664624662,14.322662353515625,8080400
2000-05-31,14.240445172504481,14.717319202530613,14.240445172504481,14.58576774597168,11082200
2000-06-01,14.602220365316562,15.194202272018586,14.55288853975806,14.947543144226074,13747000
2000-06-02,15.769731404351404,16.049278259277344,15.58884814528168,16.049278259277344,17988400
2000-06-05,15.58885192871094,15.654627675245584,15.259973196037713,15.588851928710938,8917600
2000-06-06,15.095529676008853,15.177749336553564,14.766651033830012,14.931090354919434,12851000
2000-06-07,14.914655667897817,15.24353451393746,14.766660187179978,15.210646629333496,8100200
2000-06-08,15.111973608117797,15.111973608117797,14.898202490701548,14.931090354919434,6899000
2000-06-09,14.980427533388138,15.11197903752327,14.651548773050308,14.733768463134766,6113600
2000-06-12,14.733760527635585,14.931087677559276,14.717316598475277,14.85708999633789,5211200
2000-06-13,14.848877569641731,14.881765449087228,14.618662413523253,14.65155029296875,7555400
2000-06-14,14.651544842477573,14.733764510504944,14.454217639211882,14.552881240844727,8988000
2000-06-15,14.61865652912934,14.61865652912934,13.467581211875062,13.664908409118652,21273000
2000-06-16,13.730685133486986,13.747129067778587,12.234287112951279,12.628941535949707,34707600
2000-06-19,12.53027390324792,12.974259986433871,12.48094211622726,12.727601051330566,20703400
2000-06-20,12.941375592320234,13.05648312617823,12.62894085756282,12.760492324829102,10214400
2000-06-21,12.727603484326462,12.776935280777339,12.168509791216513,12.53027629852295,10812200
2000-06-22,12.38227816465053,12.497385664189116,12.135619237067852,12.36583423614502,7421200
2000-06-23,12.760494131526091,12.776938067262595,12.431615416796038,12.464503288269043,9036400
2000-06-26,12.71115997219956,12.826267501055183,12.41516918371367,12.612496376037598,7527200
2000-06-27,12.398722093156042,12.563161378211163,12.102731380056827,12.36583423614502,14991000
2000-06-28,12.382278556548158,12.398722485574119,11.905404614795307,11.9506254196167,11504200
2000-06-29,11.938295637233058,12.168510704617717,11.872519903694583,11.954739570617676,7949600
2000-06-30,11.888964680738226,11.938296484392742,11.30931598779767,11.313426971435547,14691000
2000-07-03,11.510753366682264,11.905407767825656,11.477865499920314,11.839632034301758,5997800
2000-07-05,11.85608491174106,12.168519881675984,11.85608491174106,11.921860694885254,8936800
2000-07-06,12.11918055051671,12.152068421752846,11.773857902537264,12.053404808044434,7997600
2000-07-07,12.217843583450017,12.546722280178146,12.135623909267984,12.48094654083252,9502000
2000-07-10,12.563166215014553,12.62894195436018,12.448058671159707,12.48094654083252,6457600
2000-07-11,12.48094434649268,12.546720074273933,12.300061095094236,12.349392890930176,7978000
2000-07-12,12.497385664189116,12.596049235222187,12.28361459361746,12.36583423614502,7483800
2000-07-13,12.365837355266565,12.398725220573127,12.053402634854246,12.152066230773926,8234200
2000-07-14,12.217851307517604,12.579618102625798,12.184963417053224,12.497398376464844,10231200
2000-07-17,12.53027586364746,12.776934837341308,12.300060821533203,12.332948684692383,12662000
2000-07-18,12.43161336537954,12.44805729840253,12.086290771896776,12.168510437011719,10538600
2000-07-19,12.250729826693606,12.250729826693606,12.036958702200966,12.152066230773926,8372400
2000-07-20,12.135619607082631,12.760488909344339,12.135619607082631,12.727601051330566,13491800
2000-07-21,12.72760364825909,12.924930836604192,12.480944662827712,12.82626724243164,9566600
2000-07-24,12.398726866650488,12.71116162854221,12.283619322795643,12.48094654083252,6708400
2000-07-25,12.628940720632286,12.744048253242216,12.546721054482335,12.694716453552246,6160000
2000-07-26,12.628945156872511,12.645389095878855,12.267178498732934,12.382286071777344,11561800
2000-07-27,12.382285686737713,12.54672507168775,12.102738732322651,12.300065994262695,7476600
2000-07-28,12.398730472851824,12.415174412470991,12.05340774084932,12.234291076660156,8515000
2000-07-31,12.217844252221502,12.480947224005545,12.119180637802486,12.464503288269043,10973000
