Date,selected_ma_short,selected_ma_long,predicted_return,actual_return,signal,position,equity,strategy_return
2018-04-25,100,200,0.003588286038651157,0.00348253621739536,1,1,1.002479053681178,0.00348253621739536
2018-04-26,100,200,0.0037104138375695307,-0.011569319998806615,1,1,0.9908810527170396,-0.011569319998806615
2018-04-27,100,200,0.003600498330690551,0.018112232940583617,1,1,1.0088281211602614,0.018112232940583617
2018-04-30,50,200,0.0037324595752811435,0.02323616968518527,1,1,1.032269422566728,0.02323616968518527
2018-05-01,100,200,0.0036297272184557952,0.044174854008355746,1,1,1.0778697736059029,0.044174854008355746
2018-05-02,50,200,0.003469090256228719,0.0018123553462323638,1,1,1.0798232566526398,0.0018123553462323638
2018-05-03,50,200,0.0033773238535394472,0.039233375565909556,1,1,1.1221883680256963,0.039233375565909556
2018-05-04,100,200,0.003704151437302496,0.007235100252371618,1,1,1.1303075133704075,0.007235100252371618
2018-05-07,20,100,0.003689703885307272,0.004806684745544132,1,1,1.135740545252699,0.004806684745544132
2018-05-08,50,200,0.0035428618727183234,0.007040907525362794,1,1,1.1437371894046284,0.007040907525362794
2018-05-09,100,200,0.003681261640451235,0.01430398502974084,1,1,1.1600971890398302,0.01430398502974084
2018-05-10,20,100,0.0036917124035507893,-0.0038031499423790693,1,1,1.1556851654821791,-0.0038031499423790693
2018-05-11,50,200,0.0037480293862678527,-0.002333086659854877,1,1,1.1529888518396005,-0.002333086659854877
2018-05-14,100,200,0.0036755094362679337,-0.009088511182222758,1,1,1.142509899766678,-0.009088511182222758
2018-05-15,20,100,0.0035125229059764576,0.009332571488404273,1,1,1.1531724550824602,0.009332571488404273
2018-05-16,100,200,0.0035443908164482854,-0.006323889021282447,1,1,1.145879920454119,-0.006323889021282447
2018-05-17,100,200,0.0035880699035303557,-0.0036361794758867916,1,1,1.141713295405533,-0.0036361794758867916
2018-05-18,100,200,0.0036440315722419004,0.007084827626525403,1,1,1.1498021373023934,0.007084827626525403
2018-05-21,20,100,0.0037156398352588852,-0.002504964884498917,1,1,1.146921923324329,-0.002504964884498917
2018-05-22,100,200,0.0038175552695815145,0.0064118870007559,1,1,1.1542758570953744,0.0064118870007559
2018-05-23,50,200,0.0038202047911182297,-0.0011149893224071672,1,1,1.1529888518396008,-0.0011149893224071672
2018-05-24,100,200,0.003705185565632556,0.002285118745008141,1,1,1.155623568277725,0.002285118745008141
2018-05-25,20,200,0.0036740049421746155,-0.003605863783392449,1,1,1.1514565471056375,-0.003605863783392449
2018-05-29,100,200,0.003638038382258525,-0.0021284486234404154,1,1,1.149005731002999,-0.0021284486234404154
2018-05-30,100,200,0.003745779293938818,-0.0033599655246714377,1,1,1.145145111359179,-0.0033599655246714377
2018-05-31,20,200,0.0037513957364266643,0.018033701860230122,1,1,1.1657963168841305,0.018033701860230122
2018-06-01,100,200,0.003865172915923655,0.008357763376621863,1,1,1.1755397666459855,0.008357763376621863
2018-06-04,20,100,0.0037878525543826314,0.007715301466997282,1,1,1.184609410332103,0.007715301466997282
2018-06-05,20,100,0.0037627606358348175,0.0034657187109099485,1,1,1.1887149333306108,0.0034657187109099485
2018-06-06,50,200,0.0038418097537420907,-0.0026804731095435574,1,1,1.1855286149169053,-0.0026804731095435574
2018-06-07,100,200,0.0037495159918423462,-0.009097505927299632,1,1,1.1747432613157154,-0.009097505927299632
2018-06-08,20,200,0.003689701296630972,-0.002451865955556687,1,1,1.1718629483067757,-0.002451865955556687
2018-06-11,50,200,0.0036736021418538717,0.005490940868695393,1,1,1.1782975784621432,0.005490940868695393
2018-06-12,100,200,0.003681242473121271,-0.008217150622967906,1,1,1.1686153297812414,-0.008217150622967906
2018-06-13,20,100,0.003716127580893409,0.0005243838934145817,1,1,1.169228132837776,0.0005243838934145817
2018-06-14,100,200,0.0037003210900784364,-0.01027280859017099,1,1,1.1572168760308905,-0.01027280859017099
2018-06-15,20,100,0.003696266120372412,-0.0005292922844417625,1,1,1.1566043700669815,-0.0005292922844417625
2018-06-18,20,100,0.003700436912606495,-0.016159798205874876,1,1,1.137913876842666,-0.016159798205874876
2018-06-19,100,200,0.0035946124955682267,0.004361952695514537,1,1,1.1428774033450233,0.004361952695514537
2018-06-20,20,100,0.0036363917698004115,-0.005576478276681396,1,1,1.1365041723323597,-0.005576478276681396
2018-06-21,100,200,0.003552480795671398,-0.002911575468700134,1,1,1.1331951546641215,-0.002911575468700134
2018-06-22,100,200,0.003588346782173713,-0.014871386465273861,1,1,1.1163429715785356,-0.014871386465273861
2018-06-25,100,200,0.003483876534160512,0.012406193524944875,1,1,1.130192538524151,0.012406193524944875
2018-06-26,20,200,0.0036111909484960736,-0.001464005298739024,1,1,1.1285379306591563,-0.001464005298739024
2018-06-27,100,200,0.0034126182135013877,0.007276528347808897,1,1,1.1367497689031751,0.007276528347808897
2018-06-28,20,100,0.0035211173510809983,-0.002102930974747119,1,1,1.134359262603612,-0.002102930974747119
2018-06-29,20,100,0.0034446769367604962,0.011182841621210304,1,1,1.147044622578861,0.011182841621210304
2018-07-02,50,200,0.0034209068717224343,-0.017416669019313935,1,1,1.1270669260370212,-0.017416669019313935
2018-07-03,100,200,0.0033821276274188135,0.008047560114629926,1,1,1.1361370648775153,0.008047560114629926
2018-07-05,20,200,0.003380303200302028,0.013861516799136497,1,1,1.1518856478884367,0.013861516799136497
2018-07-06,50,200,0.003458034936782195,0.013885214744238095,1,1,1.1678798274701736,0.013885214744238095
2018-07-09,100,200,0.0035132094001602866,-0.0012069781892579678,1,1,1.1664702219907428,-0.0012069781892579678
2018-07-10,20,100,0.0035340631834588432,-0.01297588033606667,1,1,1.1513342439746057,-0.01297588033606667
2018-07-11,100,200,0.00345475631587103,0.01676610889734942,1,1,1.1706376392863314,0.01676610889734942
2018-07-12,100,200,0.00356722890863563,0.0015703494207226498,1,1,1.1724759494250607,0.0015703494207226498
2018-07-13,20,200,0.0035512433155163656,-0.0021951097761822025,1,1,1.1699022360061393,-0.0021951097761822025
2018-07-16,50,200,0.0035547763685717664,0.0028284565721787835,1,1,1.1732112536743775,0.0028284565721787835
2018-07-17,100,200,0.0036113207295171527,-0.005484546030682713,1,1,1.1667767225498855,-0.005484546030682713
2018-07-18,20,200,0.0036667632207647203,0.007773331899501468,1,1,1.1758464652668783,0.007773331899501468
2018-07-19,100,200,0.003615584438022108,-0.0022929988662179213,1,1,1.173150250655175,-0.0022929988662179213
2018-07-20,100,200,0.003663598243437849,0.0008879559775079038,1,1,1.1741919564327592,0.0008879559775079038
2018-07-23,20,200,0.0036639399894654707,0.007254217338247493,1,1,1.1827098000815444,0.007254217338247493
2018-07-24,100,200,0.0038407898354633676,0.009430253560313462,1,1,1.1938630533845809,0.009430253560313462
2018-07-25,20,100,0.0039007954644334373,-0.003131443396242828,1,1,1.1901245388100414,-0.003131443396242828
2018-07-26,20,100,0.003958105166627245,-0.016631535187396906,1,1,1.1703309406654376,-0.016631535187396906
2018-07-27,50,200,0.003838223167186149,-0.005602547132347868,1,1,1.1637741064099145,-0.005602547132347868
2018-07-30,100,200,0.003774812621677141,0.0020011693697952193,1,1,1.166103015505023,0.0020011693697952193
2018-07-31,20,100,0.003801188067410421,0.05891001266566054,1,1,1.2347981589178887,0.05891001266566054
2018-08-01,100,200,0.0038189072816474123,0.029230672990707918,1,1,1.2708921401107456,0.029230672990707918
2018-08-02,50,200,0.0037933357499622803,0.0028930223047991532,1,1,1.2745688594190798,0.0028930223047991532
2018-08-03,100,200,0.0037540834079036194,0.005192760235700256,1,1,1.281187389909933,0.005192760235700256
2018-08-06,20,100,0.0037041164584898055,-0.00937517488257944,1,1,1.269176034072172,-0.00937517488257944
2018-08-07,100,200,0.0037013470219664614,0.0006760319142620208,1,1,1.2700340375760213,0.0006760319142620208
2018-08-08,20,100,0.003766585344756998,0.00786510204156432,1,1,1.2800229848778166,0.00786510204156432
2018-08-09,20,100,0.003668796443940221,-0.002978686926782159,1,1,1.2762101971467803,-0.002978686926782159
2018-08-10,100,200,0.003598760123170984,0.006456820454546763,1,1,1.2844504572520188,0.006456820454546763
2018-08-13,20,100,0.0035722659663586977,0.004213195754391386,1,1,1.2898620984652391,0.004213195754391386
2018-08-14,20,100,0.0035938115156194024,0.0023360733269208733,1,1,1.29287531090887,0.0023360733269208733
2018-08-15,100,200,0.0035051233473635175,0.014650016947172606,1,1,1.311815956124266,0.014650016947172606
2018-08-16,50,200,0.0036146436744933634,0.01997005254581663,1,1,1.3380129896985082,0.01997005254581663
2018-08-17,50,100,0.0036580930123989294,-0.00974371457950518,1,1,1.3249757730232157,-0.00974371457950518
2018-08-20,100,200,0.0036607101365008464,-0.0019493369705609886,1,1,1.3223929487637638,-0.0019493369705609886
2018-08-21,20,100,0.0036357057195476046,4.658010655034239e-05,1,1,1.3224545459682187,4.658010655034239e-05
2018-08-22,20,100,0.003551390412857973,0.002046134323281601,1,1,1.325160465605704,0.002046134323281601
2018-08-23,50,200,0.003560946287913346,0.003109342405505755,1,1,1.3292808432355117,0.003109342405505755
2018-08-24,50,100,0.003680141960262706,0.008234513975489577,1,1,1.340226824916485,0.008234513975489577
2018-08-27,20,200,0.0038037441724113686,0.008075487770131229,1,1,1.3510498102503,0.008075487770131229
2018-08-28,100,200,0.0037617258531370506,0.014929508522241841,1,1,1.371220319906405,0.014929508522241841
2018-08-29,20,100,0.0038285062013268655,0.009193802977699894,1,1,1.3838270493666431,0.009193802977699894
2018-08-30,20,100,0.0037385896524087213,0.01155385337290582,1,1,1.3998155841884863,0.01155385337290582
2018-08-31,100,200,0.0036986742563782024,0.0032068299556644586,1,1,1.4043045547362678,0.0032068299556644586
2018-09-04,50,100,0.0036482480658509616,-0.00652460651521336,1,1,1.3951420200890918,-0.00652460651521336
2018-09-05,20,200,0.0035924470065947798,-0.016617392878310877,1,1,1.3719583970202311,-0.016617392878310877
2018-09-06,100,200,0.0035683901709290386,-0.008068229433778162,1,1,1.3608891218994734,-0.008068229433778162
2018-09-07,100,200,0.003563034155445834,-0.01342083204501443,1,1,1.3426248575625734,-0.01342083204501443
2018-09-10,10,100,0.0036416686310298775,0.02528286820441239,1,1,1.376570264884296,0.02528286820441239
2018-09-11,20,200,0.0037076335221279027,-0.012418909795139155,1,1,1.359474762938027,-0.012418909795139155
2018-09-12,100,200,0.0036503012749007128,0.02415524075366271,1,1,1.3923132031353236,0.02415524075366271
2018-09-13,20,100,0.0037762567500595266,-0.011351136625108449,1,1,1.3765088657415923,-0.011351136625108449
2018-09-14,20,100,0.0037018760739054436,-0.02662607613997181,1,1,1.3398578358750104,-0.02662607613997181
2018-09-17,50,200,0.00361935909759403,0.001652069395783995,1,1,1.342071374000361,0.001652069395783995
2018-09-18,100,200,0.0036498927815954013,0.0005957770226645565,1,1,1.3428709492877662,0.0005957770226645565
2018-09-19,100,200,0.0036379679723237824,0.007601700397430022,1,1,1.3530790519166642,0.007601700397430022
2018-09-20,50,200,0.003719164192746616,-0.010771265656283835,1,1,1.3385046779945171,-0.010771265656283835
2018-09-21,100,200,0.0037230705888940336,0.014380475811173632,1,1,1.35775301213956,0.014380475811173632
2018-09-24,20,100,0.003635657457794206,0.0063409523908162235,1,1,1.3663624593480244,0.0063409523908162235
2018-09-25,100,200,0.0035539979053150986,-0.007966319300143243,1,1,1.355477579717129,-0.007966319300143243
2018-09-26,20,100,0.003521880634582781,0.020551566167600344,1,1,1.3833347668853844,0.020551566167600344
2018-09-27,100,200,0.0034981746791917633,0.0035119175540898606,1,1,1.388192924536392,0.0035119175540898606
2018-09-28,50,200,0.003536484229336046,0.006733377662752504,1,1,1.3975401517660564,0.006733377662752504
2018-10-01,100,200,0.0035682244810126638,0.008888500886398365,1,1,1.4099621886438063,0.008888500886398365
2018-10-02,100,200,0.0035787979188380637,0.012168692452563246,1,1,1.4271195848871556,0.012168692452563246
2018-10-03,50,200,0.0036089171218256395,-0.017580844439833765,1,1,1.4020296174682143,-0.017580844439833765
2018-10-04,100,200,0.0035640809748415875,-0.016228853964329826,1,1,1.3792762835526575,-0.016228853964329826
2018-10-05,100,200,0.0035302004414582335,-0.0023185383989074992,1,1,1.3760783785265382,-0.0023185383989074992
2018-10-08,100,200,0.003514192972089181,0.013853601553544648,1,1,1.3951420200890927,0.013853601553544648
2018-10-09,20,100,0.003470543164176351,-0.046326257546342786,1,1,1.3305103115527204,-0.046326257546342786
2018-10-10,20,50,0.0031782737680692017,-0.00882763536198794,1,1,1.318765051676968,-0.00882763536198794
2018-10-11,100,200,0.0029318853896207458,0.035719268714049957,1,1,1.3658703749285157,0.035719268714049957
2018-10-12,100,200,0.003050158215487272,-0.021385811240984043,1,1,1.3366601289106423,-0.021385811240984043
2018-10-15,10,100,0.0030473198189211494,0.02203689775103479,1,1,1.3661159714993312,0.02203689775103479
2018-10-16,20,200,0.003190218721482039,-0.004321105653276813,1,1,1.3602128400518536,-0.004321105653276813
2018-10-17,100,200,0.0031823462571060777,-0.02337374519848212,1,1,1.3284195717127778,-0.02337374519848212
2018-10-18,20,100,0.002983876416120525,0.015230059259608186,1,1,1.3486514805115868,0.015230059259608186
2018-10-19,20,100,0.0029870998291640968,0.00611014653234454,1,1,1.356891938678576,0.00611014653234454
2018-10-22,50,200,0.002976938659914473,0.009426490394699671,1,1,1.369682667505175,0.009426490394699671
2018-10-23,100,200,0.002940817968859966,-0.03430132533286956,1,1,1.3227007367242873,-0.03430132533286956
2018-10-24,100,200,0.002704374137723138,0.02189751347064739,1,1,1.3516645939243426,0.02189751347064739
2018-10-25,50,200,0.0028311966376632918,-0.015923383247657408,1,1,1.330141520572996,-0.015923383247657408
2018-10-26,100,200,0.0026804271640063597,-0.018770310337187346,1,1,1.3051743514394627,-0.018770310337187346
2018-10-29,20,100,0.0026052179093178484,0.004994434904775025,1,1,1.311692959777109,0.004994434904775025
2018-10-30,100,200,0.0027330779497410007,0.02606661853384451,1,1,1.3458843597931482,0.02606661853384451
2018-10-31,20,100,0.0028183985918034723,0.01535213467766905,1,1,1.3665465577452611,0.01535213467766905
2018-11-01,100,200,0.0029767225182911333,-0.06633059880223469,1,1,1.2759027062788855,-0.06633059880223469
2018-11-02,50,200,0.002973878721381708,-0.028388402631255416,1,1,1.239681866534732,-0.028388402631255416
2018-11-05,100,200,0.003021689055567266,0.010814230714079942,1,1,1.2530880722514999,0.010814230714079942
2018-11-06,100,200,0.0030896454661057627,0.030328267044343216,1,1,1.2910920619368247,0.030328267044343216
2018-11-07,50,200,0.0035709562358021653,-0.0034892279578819796,1,1,1.2865871474181152,-0.0034892279578819796
2018-11-08,100,200,0.003762393490050424,-0.019281502501043324,1,1,1.2617798141173626,-0.019281502501043324
2018-11-09,100,200,0.0035417906138776037,-0.050374150095002235,1,1,1.1982187283741705,-0.050374150095002235
2018-11-12,100,200,0.0034204393612605197,-0.009991366546865055,1,1,1.1862468858556656,-0.009991366546865055
2018-11-13,20,100,0.003208759602525526,-0.02824756172613796,1,1,1.1527383037250187,-0.02824756172613796
2018-11-14,20,100,0.003146329767839079,0.024679234215314816,1,1,1.181187002311613,0.024679234215314816
2018-11-15,100,200,0.0033694382216718204,0.011075533084909495,1,1,1.1942692780351805,0.011075533084909495
2018-11-16,50,200,0.0033979365290234065,-0.03963219237178128,1,1,1.1469377682643818,-0.03963219237178128
2018-11-19,100,200,0.0032844760823263126,-0.04777769392843034,1,1,1.0921397266172892,-0.04777769392843034
2018-11-20,50,200,0.0031634336058658404,-0.0011300951418059535,1,1,1.0909055048180658,-0.0011300951418059535
2018-11-21,100,200,0.00347124756810786,-0.025398853938320642,1,1,1.0631977552406817,-0.025398853938320642
2018-11-23,100,200,0.003249625032896948,0.013523816035043934,1,1,1.0775762460914284,0.013523816035043934
2018-11-26,100,200,0.0035566500284019134,-0.0021760437598190574,1,1,1.0752313930253918,-0.0021760437598190574
2018-11-27,50,200,0.003639465508946875,0.038452735643452085,1,1,1.116576981536938,0.038452735643452085
2018-11-28,100,200,0.00371493368913374,-0.007682279413845028,1,1,1.1079991251777035,-0.007682279413845028
2018-11-29,50,200,0.003595180100663178,-0.005402370897555575,1,1,1.1020133029493264,-0.005402370897555575
2018-11-30,100,200,0.0035534022285364348,0.03494229004966498,1,1,1.1405201714195712,0.03494229004966498
2018-12-03,100,200,0.0037316417079694907,-0.04398872813262422,1,1,1.0903501396692217,-0.04398872813262422
