Date,ret_1d,ret_5d,ret_20d,ret_60d,momentum_1m,momentum_3m,price_over_ma200,ma_ratio_5_20,ma_ratio_10_50,ma_ratio_20_200,vol_20d,volume_20d_avg,volume_ratio,spy_ret_5d,spy_ret_20d,spy_vol_20d,spy_ma_ratio_20_50,spy_autocorr_1d
2000-03-29,-0.022911012862645852,-0.0572166140943734,0.04316644238317968,0.214405609115907,0.18593212336283904,,,1.0837905469557993,1.1379753507373949,,0.040744851673740805,340116000.0,0.7051617683378612,0.007495487756816299,0.09510152140138817,0.016723230707358795,1.0202016539028425,0.1625592011981311
2000-03-30,-0.07494254024346736,-0.11012808338471358,0.030737607576934778,0.22682904129477777,-0.035011100705756415,,,1.0579616372488438,1.1378238604813131,,0.041769089215943626,345273040.0,1.2002095500998282,-0.025997412938369435,0.07604203522717112,0.0173832560770947,1.0236194496675912,0.18572329728421771
2000-03-31,0.0800196380241307,-0.020729568556346334,0.06103525189677028,0.3058899276022742,0.11321685783309965,,,1.0502866301175862,1.14264833158552,,0.04409406526053333,349336400.0,1.1582921218630524,-0.02075726411296064,0.06825243986993512,0.01712665401755592,1.0261468114207748,0.1907136113989828
2000-04-03,-0.01840785442997006,-0.04478290459714018,0.06066603252827618,0.4032896534324335,0.04150386943478779,0.1909545861515043,,1.0375068955019704,1.1470777383226045,,0.04410307969498993,355236560.0,0.9249138095470804,-0.004524517401590544,0.08504076758501733,0.016847199091564437,1.0292904112403238,0.14246071846898886
2000-04-04,-0.045006838272980465,-0.08490577034566626,0.03611453466894132,0.2795226146210916,0.012928807940632003,0.24207275835217978,,1.0174652165809113,1.1366739184512091,,0.04509081767991321,374602480.0,1.7627475397386585,-0.006205706133593725,0.09821242668894636,0.016167402351108147,1.0325508201688205,0.11382384111410974
2000-04-05,0.024055377640699316,-0.04091932335559134,0.0686476950068664,0.33376018867732715,0.06103866107942024,0.25360683432453146,,1.005610483244801,1.1217420463895245,,0.045270975447003314,383924240.0,1.19207268600701,-0.013432794092380851,0.0927244672178873,0.016303993126443324,1.035900842046922,0.18256637716136281
2000-04-06,-0.03978925227325081,-0.0044731125206184386,0.02402877613632981,0.3497309458012341,0.026127002279010103,0.3177638523890196,,1.0036078950698821,1.105553877527718,,0.04633396114811971,383069680.0,0.6777545014786865,0.012084879958452088,0.07092720370358951,0.01528435225159868,1.0379435534061832,0.23329172320481475
2000-04-07,0.05242058518999948,-0.02991301953527936,0.047712989493429614,0.5111097778737383,0.07770896383279502,0.32411987893189487,,0.9950570260238745,1.0958324843444003,,0.047342769738386935,382761120.0,0.6333851254275774,0.007065913953870684,0.08347808971388182,0.015150162020827272,1.0403564879186926,0.21098621340881282
2000-04-10,-0.05123354027597837,-0.062353958073500304,0.030396224503584035,0.2919896311733967,-0.005965056151447823,0.27877156421230276,,0.9809024860339254,1.07960368842342,,0.04815556184928407,378176400.0,0.5612788106291138,-0.0026858133532530193,0.09115397222347599,0.014862036370704143,1.042537867060122,0.14561946155100855
2000-04-11,-0.04449973877404101,-0.06185606986120806,0.04540499724527636,0.18917258045098762,-0.015456138320583568,0.2877355134914512,,0.9669026159853888,1.0606298731531625,,0.04733461451327716,383838560.0,1.4115892889969157,0.0018734415233110369,0.1036669067497038,0.014319274637135008,1.0458449175149687,0.27373862091192397
2000-04-12,-0.0852957863248045,-0.16203339715008747,-0.06021528024008316,0.051112501609053895,-0.04376364402263955,0.2530454646911735,,0.9370802009847331,1.0371503073945845,,0.051136605384996876,408714880.0,2.3026712411351404,-0.01948076745920757,0.04892607595374021,0.015366590098461506,1.0473955160187283,0.13884368184642623
2000-04-13,0.041762617461272855,-0.0908638717107153,-0.0637527441662149,0.06803520028551246,-0.020967410492800376,0.17635739584954413,,0.9223662863593167,1.0248245774759739,,0.05095114225724628,416301200.0,1.272701592020393,-0.04142944056408071,-0.011801922244470187,0.011735667280495875,1.0462752750700486,0.1987928661331719
2000-04-14,-0.017023951058952158,-0.15085370629269357,-0.10499967088391038,-0.01431764799407731,-0.07969137162860751,0.11387709042998662,,0.8963014623546307,1.003810817779276,,0.050536548246804154,434430080.0,1.536773880850976,-0.10194010701158884,-0.07443673720026078,0.01712675969630261,1.0434505315071492,0.33299816923920494
2000-04-17,0.10726311591042847,-0.008999146842059713,0.007114560589810637,0.11285779969373322,-0.008999146842059713,0.19182293897878533,,0.8942585797404058,0.9935120202977329,,0.05623350152466013,444683680.0,0.9210178345200346,-0.0669152473728305,-0.03719509336448046,0.0191731372873351,1.0417658350080221,-0.1286124000935191
2000-04-18,0.024217591694442264,0.062271302664284045,-0.0597499775833602,0.19411705993958406,0.03150444980770217,0.19061559469151934,,0.9085928725024853,0.9910833117683254,,0.051936665725946796,438013520.0,0.8924948252738866,-0.039476760030377256,-0.03162978548840023,0.019574411015805315,1.039759185288148,0.01853740246871408
2000-04-19,-0.045320173771579375,0.10869608718680968,-0.15994777468462684,0.07906466668083079,-0.10236227198801362,0.06718027756561185,,0.9353813317464967,0.9825532430813767,,0.05002402571247165,435621200.0,1.1940428978203999,-0.021576142953093846,-0.046429218872142464,0.01956644622893191,1.0374428476187352,-0.03315477880762222
2000-04-20,-0.018575918447417794,0.04448078751367368,-0.15877946120369557,0.07884257162664499,-0.1755525163136571,0.06793878780858242,,0.9516618453129814,0.976426985080046,,0.05000711515738714,443598960.0,1.627866756044694,-0.0030328331050004653,-0.0579325694395022,0.019117918216587333,1.0339340092905271,-0.06807154414470998
